@churn reason,@customers/revenue,@Lost/gain,@service_type,@symbol,@symcol survey,@Tree tooltip,Age,Age (bin),Age (group),Button_count,Button_revenue,Churn Category,Churn Reason,City,Contract,Customer ID,Customer Status,Customer Status (group),Device Protection Plan,dispaly,dispaly 2,dummy,Gender,Internet Service,Internet Type,Married,Monthly Charge (group),Multiple Lines,Offer,Online Backup,Online Security,Paperless Billing,Payment Method,Phone Service,Premium Tech Support,state,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months (bin),Unlimited Data,value,Zip Code,@ total revenue,@1.avg purchase value,@2.APFR,@3.Avg CV,@4.ACL,@5.CLTV,@churn  revenue label,@Churned revenue,@churned_revenure,@joined revenue label,@joined&stayed_revenure,@monthly charge LTV,@new customer,#NAME?,@tenure_LTV,@Total Revenue in 1-year,Avg monthly charge,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Avg Revenue per month,Latitude,Longitude,min,Monthly charg_cal,Monthly Charge,Number of Dependents,Number of Referrals,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,zero
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,75,72,65>,TRUE,FALSE,Competitor,Competitor had better devices,Camp Nelson,Month to Month,1626-ERCMM,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,1 to <2,Yes,High Monthly charge & Shorter Tenure,93208,0.00200585,94.9825,12,1139.79,1.666666667,1899.65,,$0.00M,2005.85,,,94.9825,0,,12,1139.79,100.2925,10,5.31,100.2925,36.057458,-118.591951,-1,94.9825,94.55,0,7,20,1899.65,0,106.2,0,2005.85,0
Competitor offered more data,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,58,56,55-64,TRUE,FALSE,Competitor,Competitor offered more data,Marshall,Month to Month,5981-ITEMU,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer B,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,94940,0.0043183,92.67375,12,1112.085,3.333333333,3706.95,,$0.00M,4318.3,,,92.67375,0,,12,1112.085,107.9575,23,16.33,107.9575,38.129308,-122.834815,-1,92.67375,97.1,0,1,40,3706.95,0,653.2,41.85,4318.3,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,42,40,35-44,TRUE,FALSE,Other,Moved,San Jose,Month to Month,6100-QQHEB,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer D,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,1 to <2,Yes,Low Monthly charge & Shorter Tenure,95121,0.00181617,89.12352941,12,1069.482353,1.416666667,1515.1,,$0.00M,1816.17,,,89.12352941,0,,12,1069.482353,106.8335294,13,17.71,106.8335294,37.304681,-121.809955,-1,89.12352941,92.55,0,1,17,1515.1,0,301.07,0,1816.17,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,53,48,45-54,TRUE,FALSE,Price,Long distance charges,Lakewood,Month to Month,5955-ERIHD,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer D,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,1 to <2,Yes,High Monthly charge & Shorter Tenure,90712,0.00225477,93.775,12,1125.3,1.5,1687.95,,$0.00M,2254.77,,,93.775,0,,12,1125.3,125.265,20,31.49,125.265,33.840524,-118.148403,-1,93.775,94.7,0,1,18,1687.95,0,566.82,0,2254.77,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,25,24,25-34,TRUE,FALSE,Competitor,Competitor made better offer,San Diego,Month to Month,2082-OJVTK,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$75 to < $90,Yes,None,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,No,2 to <3,Yes,High Monthly charge & Longer Tenure,92109,0.00281435,93.04655172,12,1116.558621,2.416666667,2698.35,,$0.00M,2814.35,,,93.04655172,0,,12,1116.558621,97.04655172,48,4,97.04655172,32.787836,-117.232376,-1,93.04655172,89.2,0,1,29,2698.35,0,116,0,2814.35,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,71,64,65>,TRUE,FALSE,Attitude,Attitude of support person,Napa,Month to Month,6861-XWTWQ,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,<1,Yes,High Monthly charge & Shorter Tenure,94559,0.00096589,95.06428571,7,665.45,0.583333333,388.1791667,,$0.00M,965.89,,,95.06428571,0,,7,665.45,137.9842857,2,42.92,137.9842857,38.232389,-122.324944,-1,95.06428571,99.25,0,1,7,665.45,0,300.44,0,965.89,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,35,32,35-44,TRUE,FALSE,Dissatisfaction,Lack of self-service on Website,Acampo,Month to Month,1455-UGQVH,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer D,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,<1,Yes,High Monthly charge & Shorter Tenure,95220,0.00104865,103.775,10,1037.75,0.833333333,864.7916667,,$0.00M,1048.65,,,103.775,0,,10,1037.75,104.865,18,1.09,104.865,38.200231,-121.235034,-1,103.775,98.5,0,1,10,1037.75,0,10.9,0,1048.65,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,65,64,65>,TRUE,FALSE,Other,Don't know,Roseville,Month to Month,8884-ADFVN,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,<1,Yes,High Monthly charge & Shorter Tenure,95678,0.00094347,100.1214286,7,700.85,0.583333333,408.8291667,,$0.00M,943.47,,,100.1214286,0,,7,700.85,134.7814286,3,34.66,134.7814286,38.759751,-121.288545,-1,100.1214286,101.95,0,2,7,700.85,0,242.62,0,943.47,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,44,40,35-44,TRUE,FALSE,Price,Lack of affordable download/upload speed,Santa Fe Springs,Month to Month,2430-USGXP,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,<$15,Yes,None,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,2 to <3,Yes,High Monthly charge & Shorter Tenure,90670,0.00322268,99.65833333,12,1195.9,2,2391.8,,$0.00M,3222.68,,,99.65833333,0,,12,1195.9,134.2783333,23,34.62,134.2783333,33.933565,-118.062611,-1,99.65833333,-1,0,1,24,2391.8,0,830.88,0,3222.68,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,43,40,35-44,TRUE,FALSE,Attitude,Attitude of support person,Rosemead,Month to Month,4566-GOLUK,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,None,No,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,91770,0.00689273,108.9138298,12,1306.965957,3.916666667,5118.95,,$0.01M,6892.73,,,108.9138298,0,,12,1306.965957,146.6538298,7,37.74,146.6538298,34.065108,-118.082791,-1,108.9138298,107.35,0,1,47,5118.95,0,1773.78,0,6892.73,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,54,48,45-54,TRUE,FALSE,Other,Don't know,South Pasadena,Month to Month,7599-FKVXZ,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,None,No,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,91030,0.00461392,107.4452381,12,1289.342857,3.5,4512.7,,$0.00M,4613.92,,,107.4452381,0,,12,1289.342857,109.8552381,21,2.41,109.8552381,34.110444,-118.156957,-1,107.4452381,106.15,0,1,42,4512.7,0,101.22,0,4613.92,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,54,48,45-54,TRUE,FALSE,Competitor,Competitor had better devices,Madera,Month to Month,4289-DTDKW,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Cable,Married,$90 to < $105,Yes,Offer B,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,93637,0.0050155,102.8275,12,1233.93,3.333333333,4113.1,,$0.01M,5015.5,,,102.8275,0,,12,1233.93,125.3875,4,22.56,125.3875,36.902954,-120.194274,-1,102.8275,101.3,0,1,40,4113.1,0,902.4,0,5015.5,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,61,56,55-64,TRUE,FALSE,Competitor,Competitor had better devices,Los Angeles,Month to Month,6467-CHFZW,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,90028,0.0062226,101.0457447,12,1212.548936,3.916666667,4749.15,,$0.01M,6222.6,,,101.0457447,0,,12,1212.548936,132.3957447,16,31.35,132.3957447,34.099869,-118.326843,-1,101.0457447,99.35,1,1,47,4749.15,0,1473.45,0,6222.6,0
Competitor offered higher download speeds,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,54,48,45-54,TRUE,FALSE,Competitor,Competitor offered higher download speeds,Sausalito,Month to Month,5536-RTPWK,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer B,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,94965,0.00584303,99.05612245,12,1188.673469,4.083333333,4853.75,,$0.01M,5843.03,,,99.05612245,0,,12,1188.673469,119.2455102,22,20.48,119.2455102,37.848641,-122.515692,-1,99.05612245,99.05,0,1,49,4853.75,0,1003.52,14.24,5843.03,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,57,56,55-64,TRUE,FALSE,Dissatisfaction,Service dissatisfaction,Temecula,Month to Month,2656-TABEH,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,<1,Yes,High Monthly charge & Shorter Tenure,92591,0.00053308,105.05,4,420.2,0.333333333,140.0666667,,$0.00M,533.08,,,105.05,0,,4,420.2,133.27,10,28.22,133.27,33.540604,-117.10909,-1,105.05,100.2,0,1,4,420.2,0,112.88,0,533.08,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,65,64,65>,TRUE,FALSE,Attitude,Attitude of support person,San Jose,Month to Month,8111-SLLHI,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,95128,0.00558155,109.8666667,12,1318.4,3.25,4284.8,,$0.01M,5581.55,,,109.8666667,0,,12,1318.4,143.1166667,26,33.25,143.1166667,37.316146,-121.936285,-1,109.8666667,105.65,0,1,39,4284.8,0,1296.75,0,5581.55,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,44,40,35-44,TRUE,FALSE,Competitor,Competitor had better devices,Pleasant Hill,Month to Month,4446-BZKHU,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,94523,0.00906915,102.9745902,12,1235.695082,5.083333333,6281.45,,$0.01M,9069.15,,,102.9745902,0,,12,1235.695082,148.6745902,24,45.7,148.6745902,37.95338,-122.076886,-1,102.9745902,105.55,0,1,61,6281.45,0,2787.7,0,9069.15,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,51,48,45-54,TRUE,FALSE,Competitor,Competitor made better offer,Anza,Month to Month,8625-AZYZY,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer C,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,2 to <3,Yes,High Monthly charge & Shorter Tenure,92539,0.00261445,105.9354167,12,1271.225,2,2542.45,,$0.00M,2614.45,,,105.9354167,0,,12,1271.225,108.9354167,15,3,108.9354167,33.527605,-116.666551,-1,105.9354167,104.65,0,2,24,2542.45,0,72,0,2614.45,0
Competitor offered higher download speeds,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,70,64,65>,TRUE,FALSE,Competitor,Competitor offered higher download speeds,Pasadena,Month to Month,6892-XPFPU,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer C,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,2 to <3,Yes,High Monthly charge & Shorter Tenure,91107,0.00362814,101.4125,12,1216.95,2,2433.9,,$0.00M,3628.14,,,101.4125,0,,12,1216.95,151.1725,11,49.76,151.1725,34.159007,-118.087353,-1,101.4125,104.25,0,3,24,2433.9,0,1194.24,0,3628.14,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,55,48,55-64,TRUE,FALSE,Price,Price too high,Mountain View,Month to Month,3804-RVTGV,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer B,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,94043,0.0071284,100.358,12,1204.296,4.166666667,5017.9,,$0.01M,7128.4,,,100.358,0,,12,1204.296,142.568,14,42.21,142.568,37.419725,-122.062947,-1,100.358,103.85,0,6,50,5017.9,0,2110.5,0,7128.4,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,51,48,45-54,TRUE,FALSE,Attitude,Attitude of support person,Covelo,Month to Month,7780-OTDSO,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,Yes,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,1 to <2,Yes,High Monthly charge & Shorter Tenure,95428,0.00194635,96.83055556,12,1161.966667,1.5,1742.95,,$0.00M,1946.35,,,96.83055556,0,,12,1161.966667,108.1305556,16,11.3,108.1305556,39.83307,-123.178765,-1,96.83055556,99.4,0,1,18,1742.95,0,203.4,0,1946.35,0
Competitor offered higher download speeds,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,69,64,65>,TRUE,FALSE,Competitor,Competitor offered higher download speeds,Delhi,Month to Month,5385-SUIRI,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,Yes,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,95315,0.00752355,107.0836538,12,1285.003846,4.333333333,5568.35,,$0.01M,7523.55,,,107.0836538,0,,12,1285.003846,144.6836538,23,37.6,144.6836538,37.422961,-120.765493,-1,107.0836538,104.2,0,0,52,5568.35,0,1955.2,0,7523.55,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,63,56,55-64,TRUE,FALSE,Competitor,Competitor made better offer,San Martin,One Year,4607-CHPCA,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,None,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,2 to <3,No,Low Monthly charge & Shorter Tenure,95046,0.00320035,87.144,12,1045.728,2.083333333,2178.6,,$0.00M,3200.35,,,87.144,0,,12,1045.728,128.014,4,35.27,128.014,37.084697,-121.606417,-1,87.144,90.4,0,1,25,2178.6,140,881.75,0,3200.35,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,24,24,<25,TRUE,FALSE,Competitor,Competitor made better offer,Temecula,One Year,2037-XJFUP,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,Offer C,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,2 to <3,No,High Monthly charge & Longer Tenure,92592,0.00447615,92.02272727,12,1104.272727,2.75,3036.75,,$0.00M,4476.15,,,92.02272727,0,,12,1104.272727,135.6409091,41,41.8,135.6409091,33.507255,-117.029473,-1,92.02272727,95.8,0,1,33,3036.75,60,1379.4,0,4476.15,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,63,56,55-64,TRUE,FALSE,Competitor,Competitor made better offer,San Diego,One Year,4322-RCYMT,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,DSL,Married,$75 to < $90,Yes,Offer A,Yes,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,No,5 to <6,No,Low Monthly charge & Longer Tenure,92122,0.00736819,77.85220588,12,934.2264706,5.666666667,5293.95,,$0.01M,7368.19,,,77.85220588,0,,12,934.2264706,108.3557353,18,29.18,108.3557353,32.85723,-117.209774,-1,77.85220588,75.8,0,1,68,5293.95,90,1984.24,0,7368.19,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,33,32,25-34,TRUE,FALSE,Attitude,Attitude of support person,Valley Springs,One Year,6270-OMFIW,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Cable,Married,$90 to < $105,No,Offer B,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,95252,0.00845425,93.50416667,12,1122.05,5,5610.25,,$0.01M,8454.25,,,93.50416667,0,,12,1122.05,140.9041667,29,47.4,140.9041667,38.156971,-120.849231,-1,93.50416667,94.4,0,9,60,5610.25,0,2844,0,8454.25,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,48,48,45-54,TRUE,FALSE,Other,Moved,Long Barn,One Year,3927-NLNRY,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,Offer B,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,Low Monthly charge & Longer Tenure,95335,0.00570376,91.84811321,12,1102.177358,4.416666667,4867.95,,$0.01M,5703.76,,,91.84811321,0,,12,1102.177358,107.6181132,9,15.77,107.6181132,38.109125,-120.078597,-1,91.84811321,94.25,0,1,53,4867.95,0,835.81,0,5703.76,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,66,64,65>,TRUE,FALSE,Other,Don't know,Santa Ana,One Year,2403-BCASL,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Cable,Married,>= $105,Yes,Offer B,Yes,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,No,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,92705,0.00638154,110.6073171,12,1327.287805,3.416666667,4534.9,,$0.01M,6381.54,,,110.6073171,0,,12,1327.287805,155.6473171,29,45.04,155.6473171,33.766004,-117.786763,-1,110.6073171,111.95,0,1,41,4534.9,0,1846.64,0,6381.54,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,66,64,65>,TRUE,FALSE,Competitor,Competitor made better offer,Campbell,One Year,9835-ZIITK,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,No,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,95008,0.01071717,113.5113636,12,1362.136364,5.5,7491.75,,$0.01M,10717.17,,,113.5113636,0,,12,1362.136364,162.3813636,13,48.87,162.3813636,37.279689,-121.954567,-1,113.5113636,110.85,0,1,66,7491.75,0,3225.42,0,10717.17,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,80,80,65>,TRUE,FALSE,Competitor,Competitor made better offer,Temecula,One Year,6946-LMSQS,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$75 to < $90,Yes,Offer C,No,Yes,Yes,Bank Withdrawal,Yes,No,California,Yes,No,No,2 to <3,Yes,Low Monthly charge & Shorter Tenure,92592,0.0030182,87.098,12,1045.176,2.083333333,2177.45,,$0.00M,3018.2,,,87.098,0,,12,1045.176,120.728,25,33.63,120.728,33.507255,-117.029473,-1,87.098,89.05,0,3,25,2177.45,0,840.75,0,3018.2,0
Competitor offered higher download speeds,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,80,80,65>,TRUE,FALSE,Competitor,Competitor offered higher download speeds,Alpaugh,One Year,4913-EHYUI,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer B,No,Yes,Yes,Bank Withdrawal,Yes,No,California,Yes,No,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,93201,0.00852745,103.4758929,12,1241.710714,4.666666667,5794.65,,$0.01M,8527.45,,,103.4758929,0,,12,1241.710714,152.2758929,12,48.8,152.2758929,35.869626,-119.498771,-1,103.4758929,104.55,0,0,56,5794.65,0,2732.8,0,8527.45,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,78,72,65>,TRUE,FALSE,Competitor,Competitor made better offer,San Diego,One Year,3424-NMNBO,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,Yes,Yes,Bank Withdrawal,Yes,No,California,Yes,No,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,92117,0.00915129,108.4008621,12,1300.810345,4.833333333,6287.25,,$0.01M,9151.29,,,108.4008621,0,,12,1300.810345,157.7808621,19,49.38,157.7808621,32.825086,-117.199424,-1,108.4008621,108.85,0,1,58,6287.25,0,2864.04,0,9151.29,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,29,24,25-34,TRUE,FALSE,Dissatisfaction,Poor expertise of online support,Sierraville,One Year,5828-AVIPD,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,1 to <2,Yes,High Monthly charge & Shorter Tenure,96126,0.00198822,98.7131579,12,1184.557895,1.583333333,1875.55,,$0.00M,1988.22,,,98.7131579,0,,12,1184.557895,104.6431579,51,5.93,104.6431579,39.559709,-120.345639,-1,98.7131579,100.95,0,1,19,1875.55,0,112.67,0,1988.22,0
Competitor offered more data,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,33,32,25-34,TRUE,FALSE,Competitor,Competitor offered more data,Miranda,One Year,4791-QRGMF,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer B,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,95553,0.00659594,101.0355932,12,1212.427119,4.916666667,5961.1,,$0.01M,6595.94,,,101.0355932,0,,12,1212.427119,111.7955932,5,10.76,111.7955932,40.210895,-123.86,-1,101.0355932,99.5,0,1,59,5961.1,0,634.84,0,6595.94,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,36,32,35-44,TRUE,FALSE,Competitor,Competitor had better devices,Rancho Cordova,One Year,3058-HJCUY,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer B,No,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,95742,0.00605665,102.7646341,12,1233.17561,3.416666667,4213.35,,$0.01M,6056.65,,,102.7646341,0,,12,1233.17561,147.7231707,10,45.03,147.7231707,38.591134,-121.161585,-1,102.7646341,102.6,0,1,41,4213.35,0,1846.23,2.93,6056.65,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,21,16,<25,TRUE,FALSE,Competitor,Competitor had better devices,Redwood City,One Year,4088-YLDSU,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer B,No,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,94062,0.0063266,104.4190909,12,1253.029091,4.583333333,5743.05,,$0.01M,6326.6,,,104.4190909,0,,12,1253.029091,115.0290909,76,10.61,115.0290909,37.410567,-122.297152,-1,104.4190909,104.15,0,1,55,5743.05,0,583.55,0,6326.6,0
Competitor offered more data,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,23,16,<25,TRUE,FALSE,Competitor,Competitor offered more data,Hathaway Pines,One Year,3763-GCZHZ,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer A,Yes,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,95233,0.00821462,104.3939394,12,1252.727273,5.5,6890,,$0.01M,8214.62,,,104.3939394,0,,12,1252.727273,124.4639394,85,20.07,124.4639394,38.184914,-120.364085,-1,104.3939394,104.05,0,1,66,6890,0,1324.62,0,8214.62,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,77,72,65>,TRUE,FALSE,Competitor,Competitor had better devices,Napa,One Year,6646-QVXLR,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,94558,0.00682417,102.9572581,12,1235.487097,5.166666667,6383.35,,$0.01M,6824.17,,,102.9572581,0,,12,1235.487097,110.0672581,16,7.11,110.0672581,38.489789,-122.27011,-1,102.9572581,103.75,0,1,62,6383.35,0,440.82,0,6824.17,0
Competitor offered higher download speeds,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,52,48,45-54,TRUE,FALSE,Competitor,Competitor offered higher download speeds,Arbuckle,One Year,5469-CTCWN,Churned,Churned,No,count,Joined & Stayed,dummy,Male,Yes,Cable,Married,>= $105,Yes,None,Yes,Yes,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,95912,0.00941165,107.3393443,12,1288.072131,5.083333333,6547.7,,$0.01M,9411.65,,,107.3393443,0,,12,1288.072131,154.2893443,21,46.95,154.2893443,38.982373,-122.047751,-1,107.3393443,106,0,1,61,6547.7,0,2863.95,0,9411.65,0
